<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20140804;000000;1.6824000;1.6888000;1.6762000;1.6775000;0
20140811;000000;1.6774000;1.6844000;1.6653000;1.6688000;0
20140818;000000;1.6719000;1.6738000;1.6557000;1.6543000;0
20140825;000000;1.6543000;1.6614000;1.6510000;1.6592000;0
20140901;000000;1.6593000;1.6644000;1.6274000;1.6195000;0
20140908;000000;1.6195000;1.6277000;1.6050000;1.6271000;0
20140915;000000;1.6270000;1.6525000;1.6159000;1.6294000;0
20140922;000000;1.6291000;1.6416000;1.6233000;1.6238000;0
20140929;000000;1.6238000;1.6287000;1.5949000;1.5959000;0
20141006;000000;1.5958000;1.6227000;1.5939000;1.6077000;7747
20141013;000000;1.6078000;1.6126000;1.5873000;1.6097000;0
20141020;000000;1.6100000;1.6185000;1.5990000;1.6078000;0
20141027;000000;1.6084000;1.6182000;1.5940000;1.5990000;644539
20141103;000000;1.5979000;1.6023000;1.5789000;1.5868000;5860605
20141110;000000;1.5905000;1.5945000;1.5589000;1.5681000;5298704
20141117;000000;1.5679000;1.5737000;1.5585000;1.5656000;7155130
20141124;000000;1.5649000;1.5826000;1.5611000;1.5652000;6534408
20141201;000000;1.5652000;1.5764000;1.5566000;1.5571000;7334208
20141208;000000;1.5572000;1.5757000;1.5537000;1.5733000;7962287
20141215;000000;1.5735000;1.5786000;1.5539000;1.5621000;8080926
20141222;000000;1.5621000;1.5665000;1.5483000;1.5565000;4063488
20141229;000000;1.5565000;1.5620000;1.5322000;1.5325000;4568580
20150105;000000;1.5325000;1.5335000;1.5030000;1.5181000;8118164
20150112;000000;1.5180000;1.5269000;1.5074000;1.5149000;7428083
20150119;000000;1.5146000;1.5212000;1.4950000;1.4995000;8162871
20150126;000000;1.4985000;1.5224000;1.4970000;1.5067000;7674578
20150202;000000;1.5092000;1.5352000;1.4985000;1.5215000;7004901
20150209;000000;1.5219000;1.5422000;1.5194000;1.5424000;6674607
20150216;000000;1.5424000;1.5480000;1.5312000;1.5403000;6442749
20150223;000000;1.5403000;1.5552000;1.5328000;1.5422000;6107906
20150302;000000;1.5421000;1.5443000;1.5029000;1.5037000;5792526
20150309;000000;1.5034000;1.5137000;1.4695000;1.4735000;7710806
20150316;000000;1.4741000;1.5164000;1.4631000;1.4968000;8089310
20150323;000000;1.4969000;1.4995000;1.4792000;1.4886000;8201785
20150330;000000;1.4886000;1.4945000;1.4736000;1.4917000;6543605
20150406;000000;1.4918000;1.4981000;1.4584000;1.4620000;6462682
20150413;000000;1.4620000;1.5054000;1.4563000;1.4956000;7532148
20150420;000000;1.4956000;1.5188000;1.4854000;1.5173000;7378469
20150427;000000;1.5176000;1.5499000;1.5105000;1.5147000;7994452
20150504;000000;1.5145000;1.5523000;1.5087000;1.5442000;7320474
20150511;000000;1.5443000;1.5815000;1.5392000;1.5736000;6004429
20150518;000000;1.5741000;1.5746000;1.5444000;1.5472000;6372038
20150525;000000;1.5474000;1.5508000;1.5235000;1.5292000;5728762
20150601;000000;1.5292000;1.5441000;1.5169000;1.5257000;6096513
20150608;000000;1.5259000;1.5598000;1.5218000;1.5546000;5938608
20150615;000000;1.5548000;1.5930000;1.5484000;1.5869000;5488669
20150622;000000;1.5875000;1.5910000;1.5664000;1.5688000;6366373
20150629;000000;1.5700000;1.5789000;1.5555000;1.5549000;7511735
20150706;000000;1.5544000;1.5629000;1.5327000;1.5493000;7461894
20150713;000000;1.5500000;1.5676000;1.5448000;1.5600000;7253437
20150720;000000;1.5603000;1.5671000;1.5464000;1.5510000;6340255
20150727;000000;1.5513000;1.5690000;1.5488000;1.5632000;7725685
20150803;000000;1.5631000;1.5651000;1.5422000;1.5487000;7887884
20150810;000000;1.5490000;1.5660000;1.5454000;1.5652000;7522150
20150817;000000;1.5653000;1.5723000;1.5560000;1.5675000;7736348
20150824;000000;1.5679000;1.5819000;1.5334000;1.5409000;9531343
20150831;000000;1.5411000;1.5437000;1.5162000;1.5176000;6778384
20150907;000000;1.5176000;1.5476000;1.5167000;1.5425000;6409013
20150914;000000;1.5430000;1.5659000;1.5327000;1.5525000;6587465
20150921;000000;1.5525000;1.5568000;1.5134000;1.5181000;7267768
20150928;000000;1.5183000;1.5242000;1.5105000;1.5189000;6941312
20151005;000000;1.5189000;1.5383000;1.5135000;1.5313000;6351869
20151012;000000;1.5311000;1.5509000;1.5198000;1.5439000;7067023
20151019;000000;1.5442000;1.5508000;1.5304000;1.5315000;6128695
20151026;000000;1.5315000;1.5468000;1.5240000;1.5448000;7618738
20151102;000000;1.5441000;1.5497000;1.5024000;1.5051000;7006777
20151109;000000;1.5051000;1.5263000;1.5039000;1.5220000;6561139
20151116;000000;1.5221000;1.5336000;1.5152000;1.5181000;6601834
20151123;000000;1.5182000;1.5198000;1.5026000;1.5032000;7339986
20151130;000000;1.5032000;1.5159000;1.4894000;1.5105000;8233659
20151207;000000;1.5104000;1.5240000;1.4954000;1.5220000;7825803
20151214;000000;1.5216000;1.5232000;1.4863000;1.4912000;8227835
20151221;000000;1.4910000;1.4945000;1.4803000;1.4909000;5072300
20151228;000000;1.4906000;1.4935000;1.4723000;1.4738000;4496197
20160104;000000;1.4737000;1.4816000;1.4504000;1.4519000;8535797
20160111;000000;1.4522000;1.4604000;1.4248000;1.4256000;8858764
20160118;000000;1.4256000;1.4363000;1.4080000;1.4272000;8989245
20160125;000000;1.4268000;1.4413000;1.4148000;1.4252000;9302409
20160201;000000;1.4252000;1.4668000;1.4226000;1.4486000;8855754
20160208;000000;1.4488000;1.4578000;1.4350000;1.4502000;11106429
20160215;000000;1.4500000;1.4536000;1.4233000;1.4264000;10539993
20160222;000000;1.4260000;1.4404000;1.3851000;1.3858000;11300262
20160229;000000;1.3859000;1.4249000;1.3834000;1.4213000;10329631
20160307;000000;1.4215000;1.4437000;1.4116000;1.4379000;9590235
20160314;000000;1.4368000;1.4515000;1.4052000;1.4434000;9328523
20160321;000000;1.4447000;1.4468000;1.4053000;1.4128000;7098523
20160328;000000;1.4127000;1.4459000;1.4118000;1.4220000;7933147
20160404;000000;1.4217000;1.4322000;1.4004000;1.4111000;7691665
20160411;000000;1.4113000;1.4348000;1.4089000;1.4194000;7400086
20160418;000000;1.4196000;1.4452000;1.4129000;1.4463000;6553695
20160425;000000;1.4462000;1.4671000;1.4401000;1.4583000;7845687
20160502;000000;1.4586000;1.4770000;1.4412000;1.4412000;7594016
20160509;000000;1.4416000;1.4531000;1.4337000;1.4352000;6928646
20160516;000000;1.4352000;1.4664000;1.4330000;1.4503000;6957318
20160523;000000;1.4505000;1.4740000;1.4440000;1.4621000;6666794
20160530;000000;1.4611000;1.4725000;1.4384000;1.4492000;6817266
20160606;000000;1.4469000;1.4662000;1.4179000;1.4232000;7237868
20160613;000000;1.4268000;1.4388000;1.4010000;1.4446000;7771471
20160620;000000;1.4470000;1.5019000;1.3226000;1.3498000;9153379
20160627;000000;1.3427000;1.3534000;1.3119000;1.3240000;8614378
20160704;000000;1.3249000;1.3341000;1.2791000;1.2954000;7244678
20160711;000000;1.2950000;1.3481000;1.2849000;1.3209000;9084398
20160718;000000;1.3196000;1.3315000;1.3061000;1.3135000;8276112
20160725;000000;1.3144000;1.3302000;1.3056000;1.3231000;7656778
20160801;000000;1.3222000;1.3372000;1.3019000;1.3075000;6932154
20160808;000000;1.3078000;1.3097000;1.2901000;1.2925000;6394280
20160815;000000;1.2920000;1.3185000;1.2864000;1.3053000;7442687
20160822;000000;1.3053000;1.3279000;1.3032000;1.3108000;7351750
20160829;000000;1.3110000;1.3135000;1.3103000;1.3069000;615
20160926;000000;1.2963000;1.3058000;1.2898000;1.2916000;8273370
20161003;000000;1.2916000;1.2946000;1.1943000;1.2396000;9923542
20161010;000000;1.2397000;1.2444000;1.2088000;1.2154000;10488879
20161017;000000;1.2154000;1.2333000;1.2133000;1.2229000;9024777
20161024;000000;1.2227000;1.2272000;1.2081000;1.2174000;8539997
20161031;000000;1.2178000;1.2557000;1.2142000;1.2466000;8863990
20161107;000000;1.2466000;1.2674000;1.2348000;1.2582000;10835635
20161114;000000;1.2584000;1.2593000;1.2299000;1.2340000;11167657
20161121;000000;1.2354000;1.2514000;1.2310000;1.2480000;10126717
20161128;000000;1.2478000;1.2737000;1.2385000;1.2696000;9859433
20161205;000000;1.2696000;1.2775000;1.2547000;1.2566000;8502838
20161212;000000;1.2567000;1.2728000;1.2374000;1.2468000;9779844
20161219;000000;1.2468000;1.2503000;1.2228000;1.2281000;8621593
20161226;000000;1.2282000;1.2388000;1.2198000;1.2330000;6037063
20170102;000000;1.2331000;1.2432000;1.2199000;1.2248000;8421942
20170109;000000;1.2249000;1.2317000;1.1982000;1.1986000;10311461
20170116;000000;1.1983000;1.2416000;1.1983000;1.2378000;11679584
20170123;000000;1.2378000;1.2674000;1.2373000;1.2586000;10548519
20170130;000000;1.2587000;1.2706000;1.2411000;1.2490000;10381367
20170206;000000;1.2490000;1.2582000;1.2345000;1.2473000;8870213
20170213;000000;1.2473000;1.2549000;1.2386000;1.2410000;8120195
20170220;000000;1.2412000;1.2570000;1.2399000;1.2472000;7632089
20170227;000000;1.2473000;1.2479000;1.2213000;1.2286000;7886710
20170306;000000;1.2285000;1.2300000;1.2133000;1.2156000;7381742
20170313;000000;1.2163000;1.2405000;1.2107000;1.2384000;7574051
20170320;000000;1.2380000;1.2531000;1.2333000;1.2487000;7299224
20170327;000000;1.2490000;1.2616000;1.2375000;1.2542000;7424196
20170403;000000;1.2537000;1.2556000;1.2363000;1.2382000;6640975
20170410;000000;1.2380000;1.2575000;1.2363000;1.2528000;6683402
20170417;000000;1.2529000;1.2906000;1.2513000;1.2837000;7416894
20170424;000000;1.2834000;1.2966000;1.2771000;1.2942000;7229224
20170501;000000;1.2930000;1.2985000;1.2829000;1.2981000;6832021
20170508;000000;1.2979000;1.2989000;1.2843000;1.2880000;7847830
20170515;000000;1.2880000;1.3048000;1.2864000;1.2993000;8747973
20170522;000000;1.2990000;1.3043000;1.2774000;1.2802000;7809277
20170529;000000;1.2806000;1.2921000;1.2768000;1.2856000;7206684
20170605;000000;1.2856000;1.2978000;1.2634000;1.2713000;8488678
20170612;000000;1.2712000;1.2818000;1.2636000;1.2761000;7866853
20170619;000000;1.2759000;1.2815000;1.2587000;1.2735000;6451724
20170626;000000;1.2734000;1.3030000;1.2703000;1.3001000;7893919
20170703;000000;1.3000000;1.3025000;1.2863000;1.2880000;7170626
20170710;000000;1.2878000;1.3114000;1.2809000;1.3095000;6832903
20170717;000000;1.3096000;1.3126000;1.2931000;1.2991000;7234649
20170724;000000;1.2994000;1.3159000;1.2987000;1.3121000;7140417
20170731;000000;1.3122000;1.3269000;1.3022000;1.3040000;6991847
20170807;000000;1.3041000;1.3059000;1.2938000;1.2995000;6684553
20170814;000000;1.3007000;1.3022000;1.2830000;1.2864000;6628862
20170821;000000;1.2858000;1.2945000;1.2773000;1.2923000;6326772
20170828;000000;1.2925000;1.2996000;1.2851000;1.2959000;6674368
20170904;000000;1.2960000;1.3224000;1.2907000;1.3183000;7219280
20170911;000000;1.3183000;1.3617000;1.3147000;1.3557000;7730580
20170918;000000;1.3557000;1.3658000;1.3448000;1.3485000;8138281
20170925;000000;1.3488000;1.3571000;1.3342000;1.3370000;7790907
20171002;000000;1.3371000;1.3402000;1.3026000;1.3094000;7093142
20171009;000000;1.3092000;1.3338000;1.3073000;1.3296000;6768486
20171016;000000;1.3295000;1.3312000;1.3086000;1.3181000;7250012
20171023;000000;1.3181000;1.3279000;1.3069000;1.3122000;7254842
20171030;000000;1.3129000;1.3321000;1.3038000;1.3068000;7691785
20171106;000000;1.3070000;1.3230000;1.3057000;1.3181000;7211590
20171113;000000;1.3179000;1.3260000;1.3060000;1.3206000;8236559
20171120;000000;1.3206000;1.3360000;1.3184000;1.3336000;7163646
20171127;000000;1.3324000;1.3550000;1.3220000;1.3432000;9555641
20171204;000000;1.3433000;1.3539000;1.3319000;1.3382000;8714726
20171211;000000;1.3384000;1.3466000;1.3300000;1.3319000;7925044
20171218;000000;1.3320000;1.3420000;1.3308000;1.3356000;7843437
20171225;000000;1.3356000;1.3544000;1.3346000;1.3510000;5149290
20180101;000000;1.3505000;1.3613000;1.3491000;1.3558000;6297478
20180108;000000;1.3561000;1.3744000;1.3456000;1.3737000;8530188
20180115;000000;1.3736000;1.3945000;1.3723000;1.3887000;9621022
20180122;000000;1.3886000;1.4346000;1.3855000;1.4142000;11556615
20180129;000000;1.4142000;1.4278000;1.3979000;1.4103000;11061594
20180205;000000;1.4105000;1.4151000;1.3763000;1.3811000;13069609
20180212;000000;1.3811000;1.4145000;1.3795000;1.4008000;10235960
20180219;000000;1.4013000;1.4050000;1.3855000;1.3969000;8549822
20180226;000000;1.3974000;1.4070000;1.3710000;1.3807000;9256409
20180305;000000;1.3809000;1.3930000;1.3766000;1.3852000;10451046
20180312;000000;1.3849000;1.3996000;1.3840000;1.3936000;6579365
20180319;000000;1.3942000;1.4220000;1.3911000;1.4138000;8424068
20180326;000000;1.4135000;1.4245000;1.4008000;1.4020000;8360638
20180402;000000;1.4025000;1.4106000;1.3964000;1.4088000;7817829
20180409;000000;1.4091000;1.4297000;1.4077000;1.4247000;8092535
20180416;000000;1.4248000;1.4377000;1.3992000;1.4000000;8126803
20180423;000000;1.4000000;1.4031000;1.3746000;1.3770000;8097848
20180430;000000;1.3771000;1.3792000;1.3485000;1.3532000;8936683
20180507;000000;1.3532000;1.3618000;1.3459000;1.3541000;9053995
20180514;000000;1.3543000;1.3608000;1.3450000;1.3461000;8513725
20180521;000000;1.3459000;1.3492000;1.3292000;1.3315000;9476303
20180528;000000;1.3314000;1.3362000;1.3203000;1.3337000;9675493
20180604;000000;1.3341000;1.3473000;1.3293000;1.3414000;9119183
20180611;000000;1.3411000;1.3447000;1.3209000;1.3261000;8472713
20180618;000000;1.3258000;1.3315000;1.3101000;1.3253000;8746909
20180625;000000;1.3253000;1.3292000;1.3049000;1.3192000;9544038
20180702;000000;1.3184000;1.3325000;1.3094000;1.3316000;8275871
20180709;000000;1.3317000;1.3363000;1.3101000;1.3226000;8680342
20180716;000000;1.3226000;1.3293000;1.2956000;1.3122000;8791257
20180723;000000;1.3121000;1.3213000;1.3070000;1.3111000;7579993
20180730;000000;1.3111000;1.3173000;1.2974000;1.3010000;7223628
20180806;000000;1.3009000;1.3012000;1.2722000;1.2746000;6950218
20180813;000000;1.2744000;1.2827000;1.2661000;1.2743000;8254683
20180820;000000;1.2742000;1.2937000;1.2727000;1.2838000;7286874
20180827;000000;1.2841000;1.3043000;1.2827000;1.2912000;9296812
20180903;000000;1.2911000;1.3028000;1.2784000;1.2924000;8077099
20180910;000000;1.2922000;1.3143000;1.2895000;1.3068000;7907821
20180917;000000;1.3067000;1.3299000;1.3054000;1.3074000;8636158
20180924;000000;1.3075000;1.3218000;1.2999000;1.3041000;8523447
20181001;000000;1.3041000;1.3134000;1.2921000;1.3120000;9367149
20181008;000000;1.3120000;1.3258000;1.3027000;1.3083000;10310456
20181015;000000;1.3083000;1.3236000;1.3010000;1.3072000;9682198
20181022;000000;1.3070000;1.3090000;1.2775000;1.2821000;10825237
20181029;000000;1.2821000;1.3061000;1.2694000;1.3038000;9943166
20181105;000000;1.3037000;1.3175000;1.2910000;1.2916000;10067245
20181112;000000;1.2917000;1.3072000;1.2722000;1.2828000;12274705
20181119;000000;1.2828000;1.2928000;1.2762000;1.2826000;8821526
20181126;000000;1.2825000;1.2864000;1.2724000;1.2772000;10326912
20181203;000000;1.2771000;1.2840000;1.2658000;1.2702000;10834869
20181210;000000;1.2702000;1.2760000;1.2476000;1.2599000;11709479
20181217;000000;1.2602000;1.2707000;1.2570000;1.2634000;11532681
20181224;000000;1.2634000;1.2739000;1.2614000;1.2702000;7792818
20181231;000000;1.2703000;1.2815000;1.2437000;1.2725000;8192692
20190107;000000;1.2725000;1.2866000;1.2705000;1.2853000;8809836
20190114;000000;1.2851000;1.3001000;1.2668000;1.2870000;9622499
20190121;000000;1.2870000;1.3218000;1.2829000;1.3181000;9107720
20190128;000000;1.3182000;1.3212000;1.3042000;1.3072000;9496858
20190204;000000;1.3072000;1.3103000;1.2853000;1.2946000;7921012
20190211;000000;1.2946000;1.2959000;1.2771000;1.2918000;12342157
20190218;000000;1.2917000;1.3109000;1.2890000;1.3068000;12239401
20190225;000000;1.3068000;1.3350000;1.3049000;1.3258000;13634991
20190304;000000;1.3258000;1.3272000;1.2947000;1.2971000;13200435
20190311;000000;1.2971000;1.3381000;1.2959000;1.3294000;9159350
20190318;000000;1.3295000;1.3311000;1.3003000;1.3215000;8782387
20190325;000000;1.3213000;1.3269000;1.2976000;1.3040000;9415801
20190401;000000;1.3039000;1.3196000;1.2985000;1.3038000;8640992
20190408;000000;1.3039000;1.3133000;1.3022000;1.3079000;6874786
20190415;000000;1.3079000;1.3119000;1.2977000;1.2994000;7011206
20190422;000000;1.2997000;1.3019000;1.2864000;1.2922000;6120496
20190429;000000;1.2921000;1.3177000;1.2903000;1.3146000;6021228
20190506;000000;1.3143000;1.3171000;1.2966000;1.3000000;6525919
20190513;000000;1.2997000;1.3041000;1.2711000;1.2735000;5987609
20190520;000000;1.2736000;1.2814000;1.2603000;1.2727000;5712296
20190527;000000;1.2723000;1.2748000;1.2558000;1.2630000;5630946
20190603;000000;1.2628000;1.2763000;1.2608000;1.2738000;10291468
20190610;000000;1.2738000;1.2759000;1.2575000;1.2586000;10665118
20190617;000000;1.2584000;1.2747000;1.2505000;1.2736000;11503338
20190624;000000;1.2729000;1.2784000;1.2659000;1.2699000;10618044
20190701;000000;1.2697000;1.2706000;1.2480000;1.2526000;8491746
20190708;000000;1.2527000;1.2579000;1.2438000;1.2573000;8603918
20190715;000000;1.2576000;1.2577000;1.2380000;1.2497000;8417196
20190722;000000;1.2490000;1.2523000;1.2372000;1.2374000;8174042
20190729;000000;1.2375000;1.2381000;1.2078000;1.2150000;10913675
20190805;000000;1.2150000;1.2210000;1.2013000;1.2019000;11370847
20190812;000000;1.2020000;1.2176000;1.2015000;1.2158000;12249021
20190819;000000;1.2158000;1.2294000;1.2063000;1.2260000;9978618
20190826;000000;1.2260000;1.2310000;1.2137000;1.2158000;11079780
20190902;000000;1.2158000;1.2354000;1.1957000;1.2284000;10974054
20190909;000000;1.2284000;1.2506000;1.2231000;1.2496000;10705972
20190916;000000;1.2495000;1.2582000;1.2391000;1.2470000;10932604
20190923;000000;1.2470000;1.2503000;1.2270000;1.2292000;10667199
20190930;000000;1.2292000;1.2413000;1.2203000;1.2334000;10906444
20191007;000000;1.2334000;1.2707000;1.2193000;1.2642000;12468170
